qset	tset	eval	qsetname	tsetname
7033.0	3706.0	2.6069999999999998e-08	AWVZ01000003.1	KT717085.1
7033.0	6199.0	2.6069999999999998e-08	AWVZ01000003.1	MH000602.1
7033.0	148.0	3.813e-06	AWVZ01000003.1	AF145054.1
7033.0	4391.0	9.062e-05	AWVZ01000003.1	KY705282.1
7033.0	1277.0	0.00010090000000000001	AWVZ01000003.1	HG424323.1
7033.0	5892.0	0.0007061	AWVZ01000003.1	MF580760.1
7033.0	5896.0	0.0007061	AWVZ01000003.1	MF580762.1
7033.0	5905.0	0.0007061	AWVZ01000003.1	MF580772.1
7033.0	5908.0	0.0007061	AWVZ01000003.1	MF580775.1
7033.0	4385.0	0.001668	AWVZ01000003.1	KY705276.1
7033.0	5898.0	0.001849	AWVZ01000003.1	MF580764.1
7033.0	5899.0	0.001849	AWVZ01000003.1	MF580766.1
7033.0	5901.0	0.001849	AWVZ01000003.1	MF580768.1
7033.0	5907.0	0.001849	AWVZ01000003.1	MF580774.1
7033.0	4388.0	0.003177	AWVZ01000003.1	KY705279.1
7033.0	6201.0	0.006084	AWVZ01000003.1	MH000604.1
7033.0	147.0	0.006109000000000001	AWVZ01000003.1	AF115102.1
7033.0	584.0	0.006287	AWVZ01000003.1	FJ226752.1
7033.0	5902.0	0.006973999999999999	AWVZ01000003.1	MF580769.1
7033.0	6495.0	0.006973999999999999	AWVZ01000003.1	MG708273.1
7033.0	5900.0	0.009051	AWVZ01000003.1	MF580767.1
7033.0	5894.0	0.01261	AWVZ01000003.1	MF580759.1
7033.0	5897.0	0.01261	AWVZ01000003.1	MF580763.1
7033.0	5628.0	0.016630000000000002	AWVZ01000003.1	MG708274.1
7033.0	5893.0	0.01804	AWVZ01000003.1	MF580765.1
7033.0	4368.0	0.02134	AWVZ01000003.1	KY705259.1
7033.0	5906.0	0.0325	AWVZ01000003.1	MF580773.1
7033.0	4365.0	0.061560000000000004	AWVZ01000003.1	KY705256.1
7033.0	5904.0	0.2162	AWVZ01000003.1	MF580771.1
7033.0	116.0	0.2942	AWVZ01000003.1	AF115103.1
7033.0	4373.0	0.3998	AWVZ01000003.1	KY705264.1
7033.0	110.0	0.5462	AWVZ01000003.1	AF158600.2
7033.0	3704.0	0.6382	AWVZ01000003.1	KT717083.1
7033.0	6200.0	0.6624	AWVZ01000003.1	MH000603.1
7033.0	4371.0	0.7415	AWVZ01000003.1	KY705262.1
7033.0	5903.0	0.7415	AWVZ01000003.1	MF580770.1
7033.0	5629.0	0.9546	AWVZ01000003.1	MG708275.1
7033.0	4380.0	1.055	AWVZ01000003.1	KY705271.1
7034.0	378.0	0.7224	AWWB01000025.1	EF207558.1
7057.0	634.0	2.772e-08	AWZH01000056.1	HM568888.1
7057.0	3723.0	1.0209999999999998e-06	AWZH01000056.1	KU057941.1
7057.0	6189.0	1.0209999999999998e-06	AWZH01000056.1	LN881738.1
7057.0	1862.0	1.035e-05	AWZH01000056.1	LN681536.1
7057.0	1894.0	0.001809	AWZH01000056.1	LN681535.1
7061.0	3723.0	3.048e-10	AWZH01000105.1	KU057941.1
7061.0	6189.0	3.048e-10	AWZH01000105.1	LN881738.1
7061.0	634.0	1.86e-08	AWZH01000105.1	HM568888.1
7061.0	1894.0	1.451e-06	AWZH01000105.1	LN681535.1
7061.0	1862.0	0.03447	AWZH01000105.1	LN681536.1
7061.0	677.0	0.6613	AWZH01000105.1	GU949551.1
7065.0	3723.0	3.048e-10	AWZI01000038.1	KU057941.1
7065.0	6189.0	3.048e-10	AWZI01000038.1	LN881738.1
7065.0	634.0	1.86e-08	AWZI01000038.1	HM568888.1
7065.0	1894.0	1.451e-06	AWZI01000038.1	LN681535.1
7065.0	1862.0	0.03447	AWZI01000038.1	LN681536.1
7065.0	677.0	0.6613	AWZI01000038.1	GU949551.1
7066.0	1931.0	7.269e-36	AWZJ01000028.1	LN681538.1
7066.0	1862.0	5.957999999999999e-35	AWZJ01000028.1	LN681536.1
7066.0	1903.0	1.253e-34	AWZJ01000028.1	HG798901.1
7066.0	1982.0	1.253e-34	AWZJ01000028.1	HG796225.1
7066.0	6169.0	1.253e-34	AWZJ01000028.1	LK985321.1
7066.0	1895.0	1.551e-13	AWZJ01000028.1	LN681540.1
7066.0	1412.0	9.693e-07	AWZJ01000028.1	HG531805.1
7066.0	677.0	0.4586	AWZJ01000028.1	GU949551.1
7067.0	1862.0	0.035910000000000004	AWZJ01000031.1	LN681536.1
7067.0	634.0	0.035910000000000004	AWZJ01000031.1	HM568888.1
7067.0	1894.0	0.035910000000000004	AWZJ01000031.1	LN681535.1
7067.0	3723.0	0.035910000000000004	AWZJ01000031.1	KU057941.1
7067.0	6189.0	0.035910000000000004	AWZJ01000031.1	LN881738.1
7068.0	6032.0	1.99e-05	AWZJ01000036.1	MF547662.1
7068.0	6033.0	0.0065060000000000005	AWZJ01000036.1	MF547663.1
7068.0	179.0	0.1795	AWZJ01000036.1	AY257527.1
7068.0	5816.0	0.1795	AWZJ01000036.1	CP013282.1
7068.0	6023.0	0.1795	AWZJ01000036.1	AJ536073.2
7068.0	531.0	0.1832	AWZJ01000036.1	EU408779.1
7070.0	1862.0	0.5386	AWZJ01000045.1	LN681536.1
7073.0	1862.0	4.056e-10	AWZK01000039.1	LN681536.1
7073.0	3723.0	1.718e-09	AWZK01000039.1	KU057941.1
7073.0	6189.0	1.718e-09	AWZK01000039.1	LN881738.1
7073.0	634.0	5.905000000000001e-09	AWZK01000039.1	HM568888.1
7073.0	1894.0	1.385e-05	AWZK01000039.1	LN681535.1
7073.0	6032.0	0.7363	AWZK01000039.1	MF547662.1
7076.0	3849.0	2.071e-10	AWZL01000003.1	KX228399.1
7076.0	1959.0	2.071e-10	AWZL01000003.1	LN681539.1
7076.0	3850.0	1.1900000000000001e-07	AWZL01000003.1	KX228400.1
7076.0	529.0	4.5119999999999996e-07	AWZL01000003.1	EU719189.1
7076.0	840.0	0.1369	AWZL01000003.1	JX145341.1
7078.0	634.0	2.201e-08	AWZL01000027.1	HM568888.1
7078.0	3723.0	8.136e-07	AWZL01000027.1	KU057941.1
7078.0	6189.0	8.136e-07	AWZL01000027.1	LN881738.1
7078.0	1862.0	8.727e-06	AWZL01000027.1	LN681536.1
7078.0	1894.0	0.001458	AWZL01000027.1	LN681535.1
7083.0	3723.0	3.4480000000000003e-06	AWZL01000053.1	KU057941.1
7083.0	6189.0	3.4480000000000003e-06	AWZL01000053.1	LN881738.1
7083.0	634.0	0.00019380000000000002	AWZL01000053.1	HM568888.1
7083.0	1894.0	0.013	AWZL01000053.1	LN681535.1
7083.0	1862.0	0.3309	AWZL01000053.1	LN681536.1
7083.0	677.0	0.6083	AWZL01000053.1	GU949551.1
7086.0	1862.0	2.481e-10	AWZM01000035.1	LN681536.1
7086.0	3723.0	1.156e-09	AWZM01000035.1	KU057941.1
7086.0	6189.0	1.156e-09	AWZM01000035.1	LN881738.1
7086.0	634.0	3.63e-09	AWZM01000035.1	HM568888.1
7086.0	1894.0	9.476e-06	AWZM01000035.1	LN681535.1
7086.0	6032.0	0.6708	AWZM01000035.1	MF547662.1
7090.0	1862.0	1.085e-05	AWZN01000027.1	LN681536.1
7090.0	634.0	0.00025340000000000003	AWZN01000027.1	HM568888.1
7090.0	1894.0	0.00025340000000000003	AWZN01000027.1	LN681535.1
7090.0	3723.0	0.00025340000000000003	AWZN01000027.1	KU057941.1
7090.0	6189.0	0.00025340000000000003	AWZN01000027.1	LN881738.1
7091.0	1862.0	3.8439999999999993e-35	AWZN01000034.1	LN681536.1
7091.0	1903.0	1.2459999999999998e-32	AWZN01000034.1	HG798901.1
7091.0	1931.0	1.2459999999999998e-32	AWZN01000034.1	LN681538.1
7091.0	1982.0	1.2459999999999998e-32	AWZN01000034.1	HG796225.1
7091.0	6169.0	1.2459999999999998e-32	AWZN01000034.1	LK985321.1
7091.0	1895.0	7.372e-13	AWZN01000034.1	LN681540.1
7091.0	1412.0	8.023999999999999e-07	AWZN01000034.1	HG531805.1
7091.0	6032.0	0.003016	AWZN01000034.1	MF547662.1
7091.0	6033.0	0.003016	AWZN01000034.1	MF547663.1
7091.0	529.0	0.0035659999999999997	AWZN01000034.1	EU719189.1
7092.0	3849.0	0.1872	AWZN01000035.1	KX228399.1
7092.0	1959.0	0.1872	AWZN01000035.1	LN681539.1
7092.0	3850.0	0.1872	AWZN01000035.1	KX228400.1
7093.0	1895.0	0.7175	AWZN01000043.1	LN681540.1
7093.0	1862.0	0.9404	AWZN01000043.1	LN681536.1
7093.0	634.0	0.9404	AWZN01000043.1	HM568888.1
7093.0	1894.0	0.9404	AWZN01000043.1	LN681535.1
7093.0	3723.0	0.9404	AWZN01000043.1	KU057941.1
7093.0	6189.0	0.9404	AWZN01000043.1	LN881738.1
7095.0	6033.0	0.00010490000000000002	AWZO01000021.1	MF547663.1
7095.0	6032.0	0.00025839999999999994	AWZO01000021.1	MF547662.1
7096.0	1959.0	0.1567	AWZO01000025.1	LN681539.1
7097.0	1779.0	0.09176000000000001	AWZO01000033.1	LK985322.1
7098.0	1862.0	0.00021319999999999998	AWZO01000035.1	LN681536.1
7098.0	1903.0	0.03013	AWZO01000035.1	HG798901.1
7098.0	1931.0	0.03013	AWZO01000035.1	LN681538.1
7098.0	1982.0	0.03013	AWZO01000035.1	HG796225.1
7098.0	6169.0	0.03013	AWZO01000035.1	LK985321.1
7110.0	4921.0	6.082e-05	AXBW01000026.1	MF959998.1
7110.0	3803.0	0.4969	AXBW01000026.1	KU886273.1
7135.0	4361.0	2.111e-07	AXDU01000001.1	KY705252.1
7135.0	4364.0	2.111e-07	AXDU01000001.1	KY705255.1
7135.0	4048.0	2.111e-07	AXDU01000001.1	KX879643.1
7135.0	4362.0	2.111e-07	AXDU01000001.1	KY705253.1
7135.0	4363.0	2.111e-07	AXDU01000001.1	KY705254.1
7135.0	1403.0	2.531e-07	AXDU01000001.1	KJ094022.1
7135.0	1426.0	6.251e-07	AXDU01000001.1	KJ094023.1
7135.0	279.0	8.095999999999999e-07	AXDU01000001.1	AJ242593.1
7135.0	152.0	7.087e-06	AXDU01000001.1	AJ312240.2
7135.0	6248.0	2.947e-05	AXDU01000001.1	MH341453.1
7135.0	1916.0	9.031e-05	AXDU01000001.1	KP399678.1
7135.0	4360.0	0.00024870000000000003	AXDU01000001.1	KY705251.1
7135.0	2033.0	0.0005462	AXDU01000001.1	KU160496.1
7135.0	6247.0	0.0005886	AXDU01000001.1	MH341452.1
7135.0	1070.0	0.03627	AXDU01000001.1	JX120799.2
7135.0	3842.0	0.03807	AXDU01000001.1	KX077891.1
7135.0	6246.0	0.06039	AXDU01000001.1	MH341451.1
7135.0	576.0	0.06727999999999999	AXDU01000001.1	FJ965538.1
7135.0	1945.0	0.08146	AXDU01000001.1	KP399677.1
7135.0	421.0	0.1312	AXDU01000001.1	DQ003642.1
7135.0	2024.0	0.1708	AXDU01000001.1	KT337370.1
7135.0	4097.0	0.1708	AXDU01000001.1	KY065459.1
7135.0	4099.0	0.1708	AXDU01000001.1	KY065461.1
7135.0	4108.0	0.1708	AXDU01000001.1	KY065470.1
7135.0	4109.0	0.1708	AXDU01000001.1	KY065471.1
7135.0	456.0	0.1708	AXDU01000001.1	DQ003637.1
7135.0	281.0	0.1871	AXDU01000001.1	AJ302074.2
7135.0	3456.0	0.1871	AXDU01000001.1	DQ113772.1
7135.0	4124.0	0.1871	AXDU01000001.1	KY065487.1
7135.0	4129.0	0.1871	AXDU01000001.1	KY065491.1
7135.0	7788.0	0.4284	AXDU01000001.1	MH674343.1
7147.0	1900.0	2.172e-09	AXSW01000009.1	DQ386162.1
7147.0	566.0	5.6989999999999996e-08	AXSW01000009.1	AM749121.1
7147.0	1789.0	2.8889999999999998e-06	AXSW01000009.1	KR153145.1
7148.0	566.0	5.846e-05	AXSX01000008.1	AM749121.1
7148.0	1900.0	0.0001778	AXSX01000008.1	DQ386162.1
7148.0	1789.0	0.04668	AXSX01000008.1	KR153145.1
7172.0	4541.0	4.81e-06	AXWP01000008.1	MF063068.1
7183.0	5695.0	2.642e-10	AXZT01000004.1	MG820641.1
7183.0	5696.0	3.6999999999999996e-10	AXZT01000004.1	MG820637.1
7183.0	1646.0	3.6999999999999996e-10	AXZT01000004.1	KR337648.1
7183.0	5693.0	7.191e-10	AXZT01000004.1	MG820643.1
7183.0	1631.0	1.2570000000000001e-09	AXZT01000004.1	KR337644.1
7183.0	1570.0	1.2570000000000001e-09	AXZT01000004.1	KJ578768.1
7183.0	1625.0	1.2570000000000001e-09	AXZT01000004.1	KR337653.1
7183.0	4448.0	1.2570000000000001e-09	AXZT01000004.1	KJ578770.1
7183.0	4977.0	1.2570000000000001e-09	AXZT01000004.1	MF919522.1
7183.0	5063.0	1.2570000000000001e-09	AXZT01000004.1	KJ578769.1
7183.0	5064.0	1.2570000000000001e-09	AXZT01000004.1	KJ578771.1
7183.0	5687.0	1.2570000000000001e-09	AXZT01000004.1	MG820642.1
7183.0	5688.0	1.2570000000000001e-09	AXZT01000004.1	MG820635.1
7183.0	5685.0	2.848e-09	AXZT01000004.1	MG820640.1
7183.0	5691.0	2.848e-09	AXZT01000004.1	MG820632.1
7183.0	5694.0	2.848e-09	AXZT01000004.1	MG820633.1
7183.0	1569.0	5.528e-09	AXZT01000004.1	KJ578781.1
7183.0	796.0	9.641e-09	AXZT01000004.1	JX262221.1
7183.0	4445.0	9.641e-09	AXZT01000004.1	KR337649.1
7183.0	1943.0	1.3440000000000002e-08	AXZT01000004.1	KR902978.1
7183.0	3281.0	1.3440000000000002e-08	AXZT01000004.1	KR902979.1
7183.0	3282.0	1.3440000000000002e-08	AXZT01000004.1	KR902980.1
7183.0	3283.0	1.3440000000000002e-08	AXZT01000004.1	KR902981.1
7183.0	3284.0	1.3440000000000002e-08	AXZT01000004.1	KR902982.1
7183.0	3285.0	1.3440000000000002e-08	AXZT01000004.1	KR902983.1
7183.0	3286.0	1.3440000000000002e-08	AXZT01000004.1	KR902984.1
7183.0	3287.0	1.3440000000000002e-08	AXZT01000004.1	KR902985.1
7183.0	3288.0	1.3440000000000002e-08	AXZT01000004.1	KR902986.1
7183.0	3289.0	1.3440000000000002e-08	AXZT01000004.1	KR902987.1
7183.0	1606.0	1.348e-08	AXZT01000004.1	KJ722067.1
7183.0	4489.0	1.348e-08	AXZT01000004.1	KY926793.1
7183.0	5697.0	5.1929999999999996e-08	AXZT01000004.1	MG820638.1
7183.0	5698.0	5.1929999999999996e-08	AXZT01000004.1	MG820639.1
7183.0	2069.0	5.1929999999999996e-08	AXZT01000004.1	KR347354.1
7183.0	778.0	1.396e-07	AXZT01000004.1	JX262223.1
7183.0	797.0	1.396e-07	AXZT01000004.1	JX262225.1
7183.0	2099.0	1.396e-07	AXZT01000004.1	KR347353.1
7183.0	5686.0	1.952e-07	AXZT01000004.1	MG820634.1
7183.0	1604.0	2.195e-07	AXZT01000004.1	KJ578760.1
7183.0	4450.0	2.195e-07	AXZT01000004.1	KJ578779.1
7183.0	5061.0	2.195e-07	AXZT01000004.1	KJ578763.1
7183.0	5062.0	2.195e-07	AXZT01000004.1	KJ578764.1
7183.0	665.0	2.423e-07	AXZT01000004.1	FJ706172.1
7183.0	795.0	2.423e-07	AXZT01000004.1	JX262217.1
7183.0	1173.0	2.423e-07	AXZT01000004.1	JX570705.1
7183.0	1552.0	2.423e-07	AXZT01000004.1	KJ578782.1
7183.0	1571.0	2.423e-07	AXZT01000004.1	KJ578762.1
7183.0	1627.0	2.423e-07	AXZT01000004.1	KR337647.1
7183.0	4449.0	2.423e-07	AXZT01000004.1	KJ578778.1
7183.0	4453.0	2.423e-07	AXZT01000004.1	KJ578786.1
7183.0	4454.0	2.423e-07	AXZT01000004.1	KJ578789.1
7183.0	4455.0	2.423e-07	AXZT01000004.1	KJ578792.1
7183.0	1568.0	3.807e-07	AXZT01000004.1	KJ578787.1
7183.0	4973.0	3.807e-07	AXZT01000004.1	MF919491.1
7183.0	1154.0	5.342e-07	AXZT01000004.1	JX570702.1
7183.0	1618.0	5.342e-07	AXZT01000004.1	KJ578772.1
7183.0	4446.0	5.342e-07	AXZT01000004.1	JX570706.1
7183.0	5020.0	5.342e-07	AXZT01000004.1	JX570707.1
7183.0	5021.0	5.342e-07	AXZT01000004.1	JX570708.1
7183.0	1572.0	7.390999999999999e-07	AXZT01000004.1	KJ578758.1
7183.0	4488.0	7.622e-07	AXZT01000004.1	KY926792.1
7183.0	747.0	1.279e-06	AXZT01000004.1	JX262222.1
7183.0	1638.0	1.279e-06	AXZT01000004.1	KR337643.1
7183.0	1620.0	1.775e-06	AXZT01000004.1	KR337646.1
7183.0	1633.0	1.775e-06	AXZT01000004.1	KR337652.1
7183.0	5690.0	2.452e-06	AXZT01000004.1	MG820645.1
7183.0	5692.0	2.452e-06	AXZT01000004.1	MG820644.1
7183.0	1645.0	2.507e-06	AXZT01000004.1	KR337651.1
7183.0	1170.0	2.8889999999999998e-06	AXZT01000004.1	JX570714.1
7183.0	1589.0	3.5139999999999997e-06	AXZT01000004.1	KJ578761.1
7183.0	1122.0	4.028e-06	AXZT01000004.1	JX570710.1
7183.0	4974.0	4.236000000000001e-06	AXZT01000004.1	MF919505.1
7183.0	1619.0	4.236000000000001e-06	AXZT01000004.1	KJ578759.1
7183.0	777.0	4.236000000000001e-06	AXZT01000004.1	JX262219.1
7183.0	2156.0	8.735e-06	AXZT01000004.1	KR347352.1
7183.0	1153.0	9.519e-06	AXZT01000004.1	JX570713.1
7183.0	1602.0	1.812e-05	AXZT01000004.1	KJ578785.1
7183.0	776.0	1.838e-05	AXZT01000004.1	JX262215.1
7183.0	4976.0	1.838e-05	AXZT01000004.1	MF919516.1
7183.0	5689.0	1.838e-05	AXZT01000004.1	MG820636.1
7183.0	650.0	1.838e-05	AXZT01000004.1	FJ706171.1
7183.0	765.0	1.838e-05	AXZT01000004.1	JX262220.1
7183.0	1586.0	1.838e-05	AXZT01000004.1	KJ578780.1
7183.0	1714.0	2.847e-05	AXZT01000004.1	KT934381.1
7183.0	1553.0	3.602e-05	AXZT01000004.1	KJ578790.1
7183.0	1616.0	4.006e-05	AXZT01000004.1	KJ578788.1
7183.0	1626.0	4.006e-05	AXZT01000004.1	KR337645.1
7183.0	4978.0	4.286e-05	AXZT01000004.1	MF919533.1
7183.0	2128.0	7.558e-05	AXZT01000004.1	KR347355.1
7183.0	746.0	7.616e-05	AXZT01000004.1	JX262218.1
7183.0	429.0	9.468e-05	AXZT01000004.1	DQ431235.1
7183.0	1155.0	0.00011559999999999999	AXZT01000004.1	JX570709.1
7183.0	3626.0	0.00011559999999999999	AXZT01000004.1	KJ578766.1
7183.0	4447.0	0.00011559999999999999	AXZT01000004.1	KJ578765.1
7183.0	764.0	0.0001307	AXZT01000004.1	JX262216.1
7183.0	1603.0	0.0001307	AXZT01000004.1	KJ578773.1
7183.0	1587.0	0.0001318	AXZT01000004.1	KJ578774.1
7183.0	1124.0	0.0001796	AXZT01000004.1	JX570704.1
7183.0	1617.0	0.0001796	AXZT01000004.1	KJ578776.1
7183.0	1632.0	0.0001796	AXZT01000004.1	KR337650.1
7183.0	3627.0	0.0001796	AXZT01000004.1	KJ578777.1
7183.0	4451.0	0.0001796	AXZT01000004.1	KJ578783.1
7183.0	4452.0	0.0001796	AXZT01000004.1	KJ578784.1
7183.0	5018.0	0.0001796	AXZT01000004.1	JX570711.1
7183.0	5019.0	0.0001796	AXZT01000004.1	JX570703.1
7183.0	1194.0	0.0003075	AXZT01000004.1	JX570712.1
7183.0	1644.0	0.0003075	AXZT01000004.1	KR337654.1
7183.0	3481.0	0.0003075	AXZT01000004.1	KJ578775.1
7183.0	4975.0	0.0003075	AXZT01000004.1	MF919515.1
7183.0	1585.0	0.000354	AXZT01000004.1	KJ578791.1
7183.0	766.0	0.00048269999999999997	AXZT01000004.1	JX262224.1
7183.0	1588.0	0.002164	AXZT01000004.1	KJ578767.1
7185.0	55.0	1.322e-15	AY596293.1	KC117378.1
7185.0	6295.0	7.138e-14	AY596293.1	JQ807235.2
7185.0	6282.0	3.1120000000000003e-07	AY596293.1	JQ807250.1
7260.0	2085.0	0.9	AYEH01000095.1	KU760857.1
7260.0	5001.0	0.9	AYEH01000095.1	AF503408.1
7260.0	6160.0	0.9	AYEH01000095.1	FO818745.1
7273.0	3708.0	0.4664	AYFE01000185.1	KT588074.1
7274.0	3708.0	0.04033	AYFH01000115.1	KT588074.1
7275.0	3708.0	0.04033	AYFJ01000083.1	KT588074.1
7276.0	3708.0	0.03528	AYFV01000023.1	KT588074.1
7301.0	227.0	0.06852000000000001	AYKY01000009.1	AX059140.1
7320.0	227.0	0.09921	AYLB01000009.1	AX059140.1
7350.0	123.0	0.301	AYMX02000024.1	AF125520.1
7350.0	239.0	0.301	AYMX02000024.1	AP000363.1
7350.0	2299.0	0.301	AYMX02000024.1	AP005153.1
7350.0	3071.0	0.301	AYMX02000024.1	KU977419.1
7350.0	3073.0	0.301	AYMX02000024.1	AP004402.1
7350.0	3076.0	0.301	AYMX02000024.1	KP682372.1
7350.0	3077.0	0.301	AYMX02000024.1	KP682373.1
7350.0	3079.0	0.301	AYMX02000024.1	KP682377.1
7350.0	3081.0	0.301	AYMX02000024.1	KP682379.1
7350.0	3084.0	0.301	AYMX02000024.1	KP682383.1
7350.0	3085.0	0.301	AYMX02000024.1	KP682384.1
7350.0	3088.0	0.301	AYMX02000024.1	KP682387.1
7350.0	3089.0	0.301	AYMX02000024.1	KP682388.1
7350.0	3093.0	0.301	AYMX02000024.1	KP682376.1
7350.0	3094.0	0.301	AYMX02000024.1	KP682391.1
7350.0	3096.0	0.301	AYMX02000024.1	AP012531.1
7350.0	3470.0	0.301	AYMX02000024.1	AP012532.1
7350.0	3772.0	0.301	AYMX02000024.1	KU238069.1
7350.0	3775.0	0.301	AYMX02000024.1	KU238070.1
7350.0	405.0	0.301	AYMX02000024.1	AB255436.1
7350.0	512.0	0.5627	AYMX02000024.1	FJ188381.1
7350.0	542.0	0.5627	AYMX02000024.1	FJ184280.1
7350.0	3074.0	0.5627	AYMX02000024.1	FM180578.1
7350.0	3469.0	0.5627	AYMX02000024.1	AP012530.1
7350.0	3476.0	0.5627	AYMX02000024.1	AP012538.1
7350.0	3477.0	0.5627	AYMX02000024.1	AP012539.1
7350.0	3478.0	0.5627	AYMX02000024.1	AP012540.1
7350.0	211.0	0.5627	AYMX02000024.1	AJ556162.1
7350.0	4850.0	0.5627	AYMX02000024.1	JQ347801.1
7354.0	4557.0	1.158e-05	AYNJ01000064.1	MF356679.1
7356.0	123.0	0.334	AYOF01000434.1	AF125520.1
7356.0	239.0	0.334	AYOF01000434.1	AP000363.1
7356.0	2299.0	0.334	AYOF01000434.1	AP005153.1
7356.0	3071.0	0.334	AYOF01000434.1	KU977419.1
7356.0	3073.0	0.334	AYOF01000434.1	AP004402.1
7356.0	3076.0	0.334	AYOF01000434.1	KP682372.1
7356.0	3077.0	0.334	AYOF01000434.1	KP682373.1
7356.0	3079.0	0.334	AYOF01000434.1	KP682377.1
7356.0	3081.0	0.334	AYOF01000434.1	KP682379.1
7356.0	3084.0	0.334	AYOF01000434.1	KP682383.1
7356.0	3085.0	0.334	AYOF01000434.1	KP682384.1
7356.0	3088.0	0.334	AYOF01000434.1	KP682387.1
7356.0	3089.0	0.334	AYOF01000434.1	KP682388.1
7356.0	3093.0	0.334	AYOF01000434.1	KP682376.1
7356.0	3094.0	0.334	AYOF01000434.1	KP682391.1
7356.0	3096.0	0.334	AYOF01000434.1	AP012531.1
7356.0	3470.0	0.334	AYOF01000434.1	AP012532.1
7356.0	3772.0	0.334	AYOF01000434.1	KU238069.1
7356.0	3775.0	0.334	AYOF01000434.1	KU238070.1
7356.0	405.0	0.334	AYOF01000434.1	AB255436.1
7356.0	512.0	0.6237	AYOF01000434.1	FJ188381.1
7356.0	542.0	0.6237	AYOF01000434.1	FJ184280.1
7356.0	3074.0	0.6237	AYOF01000434.1	FM180578.1
7356.0	3469.0	0.6237	AYOF01000434.1	AP012530.1
7356.0	3476.0	0.6237	AYOF01000434.1	AP012538.1
7356.0	3477.0	0.6237	AYOF01000434.1	AP012539.1
7356.0	3478.0	0.6237	AYOF01000434.1	AP012540.1
7356.0	211.0	0.6237	AYOF01000434.1	AJ556162.1
7356.0	4850.0	0.6237	AYOF01000434.1	JQ347801.1
7360.0	2045.0	0.002804	AYON01000040.1	KT887558.1
7360.0	6075.0	0.003857	AYON01000040.1	KM389225.1
7360.0	6075.0	0.003857	AYON01000040.1	KM389227.1
7360.0	6075.0	0.003857	AYON01000040.1	KM389226.1
7360.0	6075.0	0.003857	AYON01000040.1	KM389228.1
7360.0	198.0	0.03311	AYON01000040.1	AY394005.1
7360.0	1565.0	0.03311	AYON01000040.1	KM233689.1
7360.0	3403.0	0.03311	AYON01000040.1	JQ067085.2
7360.0	3430.0	0.03311	AYON01000040.1	JN811560.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389326.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389328.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389333.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389331.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389334.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389335.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389327.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389329.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389332.1
7360.0	6074.0	0.03311	AYON01000040.1	KM389330.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389340.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389347.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389342.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389344.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389338.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389343.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389336.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389345.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389339.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389346.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389341.1
7360.0	6081.0	0.03311	AYON01000040.1	KM389337.1
7360.0	6098.0	0.03311	AYON01000040.1	KM389459.1
7360.0	6135.0	0.03311	AYON01000040.1	KM389461.1
7360.0	2142.0	0.158	AYON01000040.1	KX198612.1
7360.0	1245.0	0.1691	AYON01000040.1	HG798806.1
7360.0	3582.0	0.6967	AYON01000040.1	KY707339.1
7360.0	560.0	0.7379	AYON01000040.1	EU272036.1
7360.0	976.0	0.7379	AYON01000040.1	JX434030.1
7360.0	1295.0	0.7379	AYON01000040.1	HM624080.1
7360.0	1419.0	0.7379	AYON01000040.1	KJ477077.1
7360.0	1555.0	0.7379	AYON01000040.1	HE584812.1
7360.0	4833.0	0.7379	AYON01000040.1	KT968832.1
7360.0	6076.0	0.7379	AYON01000040.1	KM389460.1
7360.0	6080.0	0.7379	AYON01000040.1	KM389462.1
7360.0	6085.0	0.7379	AYON01000040.1	KM389464.1
7360.0	6088.0	0.7379	AYON01000040.1	KM389278.1
7360.0	6088.0	0.7379	AYON01000040.1	KM389279.1
7360.0	6088.0	0.7379	AYON01000040.1	KM389274.1
7360.0	6088.0	0.7379	AYON01000040.1	KM389277.1
7360.0	6088.0	0.7379	AYON01000040.1	KM389276.1
7360.0	6088.0	0.7379	AYON01000040.1	KM389273.1
7360.0	6088.0	0.7379	AYON01000040.1	KM389275.1
7360.0	7668.0	0.7379	AYON01000040.1	MH643778.1
7360.0	7667.0	0.9448	AYON01000040.1	MH643777.1
7364.0	378.0	1.2919999999999999e-06	AYPA01000006.1	EF207558.1
