qset	tset	eval	qsetname	tsetname	Count
11048.0	1651.0	3.1350000000000003e-26	CP003066.1	CP003186.1	1
10978.0	1651.0	8.035e-82	CP002739.1	CP003186.1	10
21877.0	1671.0	46.05	KB944632.1	KT945994.2	1
18908.0	1681.0	43.59	JTRU01000024.1	KT968831.1	1
18922.0	1681.0	2.237	JTSL01000013.1	KT968831.1	1
18947.0	1681.0	7824.0	JTTE01000010.1	KT968831.1	1
18949.0	1681.0	82.86	JTTF01000040.1	KT968831.1	1
18957.0	1681.0	0.001408	JTTP01000028.1	KT968831.1	1
18986.0	1681.0	7824.0	JTUT01000042.1	KT968831.1	1
28990.0	1681.0	7824.0	LLKZ01000022.1	KT968831.1	1
28991.0	1681.0	0.0765	LLKZ01000026.1	KT968831.1	1
12323.0	1681.0	1565.0	CP013245.1	KT968831.1	1
19052.0	1681.0	3.0789999999999993e-12	JTYR01000018.1	KT968831.1	1
19060.0	1681.0	7824.0	JTZE01000012.1	KT968831.1	1
19075.0	1681.0	0.418	JTZY01000006.1	KT968831.1	1
22641.0	1681.0	7824.0	KI518732.1	KT968831.1	1
29025.0	1681.0	697.4	LLMR01000065.1	KT968831.1	1
18889.0	1681.0	0.0002763	JTRC01000052.1	KT968831.1	1
29548.0	1681.0	1255.0	LNDM01000004.1	KT968831.1	1
18934.0	1689.0	78.53	JTSR01000030.1	LN898172.1	1
18957.0	1689.0	0.000341	JTTP01000028.1	LN898172.1	1
1118.0	1689.0	0.7911	AFXI01000001.1	LN898172.1	1
10452.0	1689.0	0.0608	CP000438.1	LN898172.1	1
12551.0	1689.0	1.7990000000000002	CUYA01000037.1	LN898172.1	1
19334.0	1689.0	863.9	JUOD01000227.1	LN898172.1	1
19336.0	1689.0	2900.0	JUOL01000206.1	LN898172.1	1
19571.0	1689.0	2481.0	JVFY01000049.1	LN898172.1	1
19015.0	1689.0	7824.0	JTWO01000079.1	LN898172.1	1
19030.0	1689.0	1382.0	JTXJ01000060.1	LN898172.1	1
19038.0	1689.0	177.0	JTXZ01000001.1	LN898172.1	1
19045.0	1689.0	0.0383	JTYG01000005.1	LN898172.1	1
19046.0	1689.0	4.56e-05	JTYH01000004.1	LN898172.1	3
19052.0	1689.0	4.744e-11	JTYR01000018.1	LN898172.1	1
19059.0	1689.0	1.585e-11	JTZE01000010.1	LN898172.1	1
19060.0	1689.0	3.784	JTZE01000012.1	LN898172.1	1
19088.0	1689.0	22.01	JUAL01000020.1	LN898172.1	1
19089.0	1689.0	894.3	JUAN01000025.1	LN898172.1	1
19092.0	1689.0	645.9	JUAO01000039.1	LN898172.1	2
19972.0	1689.0	0.1745	JWJU01000059.1	LN898172.1	1
29029.0	1689.0	589.6	LLMZ01000010.1	LN898172.1	1
29081.0	1689.0	2.7489999999999997	LLPX01000006.1	LN898172.1	1
29155.0	1689.0	1183.0	LLUE01000033.1	LN898172.1	1
29178.0	1689.0	0.09642	LLVD01000012.1	LN898172.1	1
11065.0	1689.0	4608.0	CP003149.1	LN898172.1	1
18841.0	1689.0	393.4	JTPJ01000044.1	LN898172.1	1
18859.0	1689.0	4153.0	JTQB01000015.1	LN898172.1	1
18865.0	1689.0	176.9	JTQH01000014.1	LN898172.1	2
18797.0	1689.0	123.5	JTNV01000008.1	LN898172.1	1
7440.0	1712.0	0.8735	AYUP01000237.1	KT630648.2	2
9079.0	1712.0	1189.0	CAFD01000102.1	KT630648.2	1
28107.0	1712.0	15.69	LHTH01000019.1	KT630648.2	1
26566.0	1712.0	1330.0	LDVW01000010.1	KT630648.2	1
28095.0	1712.0	329.7	LHSX01000015.1	KT630648.2	1
11962.0	1712.0	16.01	CP009786.1	KT630648.2	1
25428.0	1719.0	880.4	KQ046817.1	KT287080.2	1
14091.0	1779.0	33.22	HF929281.1	LK985322.1	1
5839.0	1779.0	10.31	AVGJ01000084.1	LK985322.1	1
5848.0	1779.0	1.003	AVGL01000001.1	LK985322.1	1
6022.0	1779.0	199.7	AVHN01000119.1	LK985322.1	1
6165.0	1779.0	8.785	AVIL01000058.1	LK985322.1	1
6171.0	1779.0	128.6	AVIM01000048.1	LK985322.1	1
6701.0	1779.0	0.1788	AVMH01000050.1	LK985322.1	2
13712.0	1779.0	7.147999999999999e-12	GG770710.1	LK985322.1	1
6678.0	1779.0	2.6839999999999997	AVMD01000043.1	LK985322.1	1
13613.0	1792.0	7824.0	GG670358.1	KR049063.1	1
19773.0	1822.0	21.3	JVSW01000057.1	KT932699.1	1
18736.0	1822.0	3.073	JTKW01000033.1	KT932699.1	1
28909.0	1854.0	2617.0	LLGV01000076.1	JX560521.1	1
12681.0	1880.0	31.68	CWML01000001.1	KP339049.1	1
14029.0	1921.0	182.6	HE973346.1	KF356199.1	1
14025.0	1921.0	0.002225	HE973171.1	KF356199.1	1
11290.0	1926.0	123.8	CP004753.1	KP137440.1	1
11423.0	1926.0	20.94	CP006953.1	KP137440.1	1
11427.0	1926.0	7.359999999999999e-07	CP006957.1	KP137440.1	2
10695.0	1976.0	1.246	CP001638.1	KP144388.1	2
5315.0	1976.0	2188.0	ATCO01000088.1	KP144388.1	1
26490.0	1976.0	14.73	LDNZ01000139.1	KP144388.1	1
10998.0	1976.0	5.196e-13	CP002835.1	KP144388.1	1
12495.0	1981.0	0.07061	CTFM01000027.1	AP014684.1	1
1327.0	1981.0	2.708	AGSL01000074.1	AP014684.1	1
11313.0	1986.0	6.652000000000001e-06	CP005958.1	KP054477.1	1
18947.0	2023.0	0.00012819999999999997	JTTE01000010.1	KU199708.1	1
18977.0	2023.0	103.9	JTUG01000013.1	KU199708.1	2
18982.0	2023.0	4639.0	JTUL01000013.1	KU199708.1	1
18984.0	2023.0	831.4	JTUN01000039.1	KU199708.1	1
7428.0	2023.0	0.00036710000000000003	AYUC01000037.1	KU199708.1	1
11778.0	2023.0	7.412999999999999e-06	CP008869.1	KU199708.1	1
12551.0	2023.0	1.3219999999999999e-08	CUYA01000037.1	KU199708.1	2
28673.0	2023.0	0.049030000000000004	LJZI01000108.1	KU199708.1	1
19352.0	2023.0	8.641e-05	JUPS01001023.1	KU199708.1	1
22929.0	2023.0	11.96	KI914540.1	KU199708.1	1
14562.0	2023.0	0.381	JDVE01000010.1	KU199708.1	1
19050.0	2023.0	0.0002605	JTYP01000033.1	KU199708.1	1
19063.0	2023.0	85.77	JTZI01000017.1	KU199708.1	1
19072.0	2023.0	0.05877	JTZW01000012.1	KU199708.1	1
27474.0	2023.0	122.2	LGVH01000504.1	KU199708.1	1
29073.0	2023.0	4.547e-05	LLPE01000058.1	KU199708.1	1
29154.0	2023.0	3426.0	LLUE01000013.1	KU199708.1	1
29160.0	2023.0	7824.0	LLUL01000068.1	KU199708.1	1
18863.0	2023.0	0.01634	JTQF01000012.1	KU199708.1	1
18874.0	2023.0	1.287	JTQN01000022.1	KU199708.1	1
18802.0	2023.0	0.0115	JTNY01000026.1	KU199708.1	1
18808.0	2023.0	2.894e-05	JTOD01000002.1	KU199708.1	1
18797.0	2023.0	0.02228	JTNV01000008.1	KU199708.1	1
28717.0	2023.0	3.391	LKAF01000023.1	KU199708.1	1
28789.0	2023.0	1.138	LKPS01000012.1	KU199708.1	1
19879.0	2024.0	22.35	JWCV01000039.1	KT337370.1	1
18928.0	2027.0	32.13	JTSO01000018.1	KT887559.1	1
18945.0	2027.0	602.7	JTTD01000074.1	KT887559.1	1
7424.0	2027.0	7824.0	AYSZ01000140.1	KT887559.1	1
11772.0	2027.0	3.147	CP008860.1	KT887559.1	2
28991.0	2027.0	4298.0	LLKZ01000026.1	KT887559.1	1
28606.0	2027.0	1424.0	LJNV01000038.1	KT887559.1	1
27410.0	2027.0	703.4	LGJE01000008.1	KT887559.1	1
19052.0	2027.0	33.5	JTYR01000018.1	KT887559.1	1
19971.0	2027.0	551.4	JWJU01000008.1	KT887559.1	1
29024.0	2027.0	767.4	LLMR01000014.1	KT887559.1	1
29141.0	2027.0	51.8	LLTU01000003.1	KT887559.1	1
25391.0	2027.0	3146.0	KN360883.1	KT887559.1	1
18809.0	2027.0	2709.0	JTOD01000021.1	KT887559.1	1
18910.0	2032.0	1519.0	JTRY01000002.1	KU199709.1	1
18929.0	2032.0	7.256	JTSO01000106.1	KU199709.1	1
18948.0	2032.0	7824.0	JTTF01000017.1	KU199709.1	1
18962.0	2032.0	703.2	JTTU01000047.1	KU199709.1	1
18970.0	2032.0	21.19	JTTZ01000081.1	KU199709.1	2
18986.0	2032.0	15.43	JTUT01000042.1	KU199709.1	1
19288.0	2032.0	1.1320000000000001	JUKR01000152.1	KU199709.1	2
19002.0	2032.0	32.16	JTVU01000002.1	KU199709.1	1
19006.0	2032.0	0.053489999999999996	JTVY01000011.1	KU199709.1	1
11772.0	2032.0	269.6	CP008860.1	KU199709.1	1
12323.0	2032.0	0.02617	CP013245.1	KU199709.1	1
28673.0	2032.0	0.049030000000000004	LJZI01000108.1	KU199709.1	1
19336.0	2032.0	1.054	JUOL01000206.1	KU199709.1	2
19352.0	2032.0	0.1424	JUPS01001023.1	KU199709.1	1
14563.0	2032.0	3.811e-05	JDVE01000025.1	KU199709.1	1
30276.0	2032.0	2.461	LRZK01000002.1	KU199709.1	1
19045.0	2032.0	0.4583	JTYG01000005.1	KU199709.1	1
19052.0	2032.0	1.5859999999999997e-12	JTYR01000018.1	KU199709.1	2
19087.0	2032.0	69.39	JUAK01000032.1	KU199709.1	1
19096.0	2032.0	0.015019999999999999	JUAR01000006.1	KU199709.1	1
19097.0	2032.0	17.16	JUAS01000051.1	KU199709.1	2
22670.0	2032.0	5.0	KI519072.1	KU199709.1	1
22683.0	2032.0	0.006351	KI519264.1	KU199709.1	1
29013.0	2032.0	3900.0	LLLV01000007.1	KU199709.1	1
29064.0	2032.0	466.4	LLOX01000013.1	KU199709.1	1
29073.0	2032.0	0.04505	LLPE01000058.1	KU199709.1	1
29075.0	2032.0	0.001221	LLPH01000016.1	KU199709.1	1
29144.0	2032.0	1.26	LLTW01000012.1	KU199709.1	1
29177.0	2032.0	1.143	LLVD01000010.1	KU199709.1	1
18844.0	2032.0	105.2	JTPM01000012.1	KU199709.1	2
18855.0	2032.0	1166.0	JTPX01000038.1	KU199709.1	1
18859.0	2032.0	2579.0	JTQB01000015.1	KU199709.1	1
18874.0	2032.0	2.281	JTQN01000022.1	KU199709.1	2
18884.0	2032.0	2.146	JTQY01000016.1	KU199709.1	1
18808.0	2032.0	0.01541	JTOD01000002.1	KU199709.1	1
18816.0	2032.0	994.7	JTOI01000013.1	KU199709.1	1
18781.0	2032.0	663.9	JTNE01000025.1	KU199709.1	1
28717.0	2032.0	3.391	LKAF01000023.1	KU199709.1	1
28789.0	2032.0	1.138	LKPS01000012.1	KU199709.1	1
18916.0	2045.0	0.03095	JTSF01000031.1	KT887558.1	2
18926.0	2045.0	1.303e-05	JTSM01000100.1	KT887558.1	1
18963.0	2045.0	0.0001127	JTTV01000034.1	KT887558.1	2
18972.0	2045.0	4.079e-05	JTUA01000098.1	KT887558.1	1
18982.0	2045.0	67.69	JTUL01000013.1	KT887558.1	1
18988.0	2045.0	9.322e-05	JTUU01000064.1	KT887558.1	1
18989.0	2045.0	330.0	JTVA01000054.1	KT887558.1	1
7428.0	2045.0	8.472e-09	AYUC01000037.1	KT887558.1	1
23038.0	2045.0	0.0001401	KK213160.1	KT887558.1	1
29808.0	2045.0	0.03754	LORB01000237.1	KT887558.1	2
11771.0	2045.0	1.8e-07	CP008856.1	KT887558.1	4
11772.0	2045.0	7824.0	CP008860.1	KT887558.1	1
12557.0	2045.0	0.004727	CUYG01000041.1	KT887558.1	1
12560.0	2045.0	0.01124	CUYG01000149.1	KT887558.1	1
27069.0	2045.0	2.073	LFMR01000001.1	KT887558.1	1
28606.0	2045.0	53.11	LJNV01000038.1	KT887558.1	1
28655.0	2045.0	0.1791	LJZC01000078.1	KT887558.1	1
28663.0	2045.0	7824.0	LJZG01000269.1	KT887558.1	1
28664.0	2045.0	2484.0	LJZG01000286.1	KT887558.1	2
14563.0	2045.0	2.0980000000000003	JDVE01000025.1	KT887558.1	1
29003.0	2045.0	116.4	LLLM01000017.1	KT887558.1	1
19040.0	2045.0	2320.0	JTYA01000017.1	KT887558.1	1
19046.0	2045.0	0.03283	JTYH01000004.1	KT887558.1	2
19050.0	2045.0	69.65	JTYP01000033.1	KT887558.1	1
19056.0	2045.0	0.008783	JTYY01000004.1	KT887558.1	1
19061.0	2045.0	0.6376	JTZG01000063.1	KT887558.1	1
19070.0	2045.0	3.023e-06	JTZU01000005.1	KT887558.1	1
19076.0	2045.0	110.7	JUAC01000012.1	KT887558.1	1
19077.0	2045.0	76.16	JUAC01000065.1	KT887558.1	1
19078.0	2045.0	0.9981	JUAE01000006.1	KT887558.1	1
19095.0	2045.0	0.00047510000000000006	JUAR01000001.1	KT887558.1	1
19096.0	2045.0	1.579	JUAR01000006.1	KT887558.1	1
19097.0	2045.0	5.218	JUAS01000051.1	KT887558.1	1
22642.0	2045.0	2.436	KI518737.1	KT887558.1	1
22680.0	2045.0	0.008020000000000001	KI519184.1	KT887558.1	1
29022.0	2045.0	1161.0	LLMP01000028.1	KT887558.1	1
29097.0	2045.0	2966.0	LLQR01000019.1	KT887558.1	1
29160.0	2045.0	2.7889999999999997	LLUL01000068.1	KT887558.1	1
29177.0	2045.0	105.8	LLVD01000010.1	KT887558.1	1
16251.0	2045.0	0.00115	JMQH01000025.1	KT887558.1	1
5221.0	2045.0	1.242	ASRD01000188.1	KT887558.1	1
18852.0	2045.0	0.335	JTPS01000040.1	KT887558.1	4
18858.0	2045.0	1.021	JTQB01000014.1	KT887558.1	1
18871.0	2045.0	11.73	JTQK01000011.1	KT887558.1	1
18872.0	2045.0	0.001974	JTQK01000036.1	KT887558.1	1
18885.0	2045.0	2.957e-07	JTQZ01000004.1	KT887558.1	1
18822.0	2045.0	9.277e-05	JTOV01000041.1	KT887558.1	2
18762.0	2045.0	1.421	JTMH01000042.1	KT887558.1	1
18770.0	2045.0	0.7712	JTMP01000027.1	KT887558.1	1
18796.0	2045.0	45.29	JTNU01000022.1	KT887558.1	1
11414.0	2045.0	7824.0	CP006931.1	KT887558.1	1
11460.0	2045.0	210.5	CP007147.1	KT887558.1	2
18921.0	2051.0	3549.0	JTSI01000016.1	KU310943.1	1
18922.0	2051.0	7.4239999999999995	JTSL01000013.1	KU310943.1	1
18930.0	2051.0	3439.0	JTSP01000005.1	KU310943.1	1
18947.0	2051.0	0.0005063	JTTE01000010.1	KU310943.1	1
18963.0	2051.0	2.094e-06	JTTV01000034.1	KU310943.1	2
18986.0	2051.0	1.351	JTUT01000042.1	KU310943.1	2
18995.0	2051.0	8.234e-07	JTVJ01000027.1	KU310943.1	1
29806.0	2051.0	688.8	LOQZ01000119.1	KU310943.1	1
11771.0	2051.0	0.0001571	CP008856.1	KU310943.1	2
1118.0	2051.0	2.52	AFXI01000001.1	KU310943.1	1
12551.0	2051.0	1.187	CUYA01000037.1	KU310943.1	1
19336.0	2051.0	35.42	JUOL01000206.1	KU310943.1	1
19101.0	2051.0	22.91	JUAY01000021.1	KU310943.1	2
19103.0	2051.0	2095.0	JUAY01000070.1	KU310943.1	1
14562.0	2051.0	1984.0	JDVE01000010.1	KU310943.1	1
19030.0	2051.0	9.653e-05	JTXJ01000060.1	KU310943.1	1
19041.0	2051.0	2.712e-05	JTYB01000007.1	KU310943.1	3
19046.0	2051.0	0.6995	JTYH01000004.1	KU310943.1	1
19047.0	2051.0	0.013330000000000002	JTYI01000001.1	KU310943.1	1
19060.0	2051.0	2.813	JTZE01000012.1	KU310943.1	2
19069.0	2051.0	0.00021630000000000003	JTZT01000053.1	KU310943.1	1
19070.0	2051.0	0.0052049999999999996	JTZU01000005.1	KU310943.1	1
19072.0	2051.0	0.01465	JTZW01000012.1	KU310943.1	2
19074.0	2051.0	0.01465	JTZY01000004.1	KU310943.1	1
19080.0	2051.0	0.02107	JUAG01000011.1	KU310943.1	1
19087.0	2051.0	652.8	JUAK01000032.1	KU310943.1	1
19096.0	2051.0	3.602e-08	JUAR01000006.1	KU310943.1	1
29075.0	2051.0	3.516	LLPH01000016.1	KU310943.1	1
29814.0	2051.0	2.61	LORX01000003.1	KU310943.1	1
29161.0	2051.0	35.31	LLUM01000012.1	KU310943.1	1
29178.0	2051.0	127.6	LLVD01000012.1	KU310943.1	1
16250.0	2051.0	5.327e-05	JMQH01000009.1	KU310943.1	1
16251.0	2051.0	30.4	JMQH01000025.1	KU310943.1	1
18825.0	2051.0	1111.0	JTOY01000008.1	KU310943.1	1
18851.0	2051.0	89.07	JTPS01000022.1	KU310943.1	1
18858.0	2051.0	32.42	JTQB01000014.1	KU310943.1	1
18859.0	2051.0	104.1	JTQB01000015.1	KU310943.1	1
18887.0	2051.0	377.7	JTRA01000044.1	KU310943.1	1
18822.0	2051.0	4.857e-05	JTOV01000041.1	KU310943.1	3
18762.0	2051.0	3.517	JTMH01000042.1	KU310943.1	1
13085.0	2051.0	0.004688	DF126593.1	KU310943.1	1
28789.0	2051.0	614.6	LKPS01000012.1	KU310943.1	1
18908.0	2052.0	0.002008	JTRU01000024.1	KU199710.1	1
18912.0	2052.0	31.35	JTRZ01000037.1	KU199710.1	2
18921.0	2052.0	0.022080000000000002	JTSI01000016.1	KU199710.1	1
18929.0	2052.0	785.5	JTSO01000106.1	KU199710.1	1
18963.0	2052.0	3.818e-13	JTTV01000034.1	KU199710.1	2
18969.0	2052.0	1.3359999999999999	JTTZ01000025.1	KU199710.1	1
18986.0	2052.0	1.131e-07	JTUT01000042.1	KU199710.1	1
18989.0	2052.0	11.91	JTVA01000054.1	KU199710.1	1
18995.0	2052.0	2.7539999999999997e-08	JTVJ01000027.1	KU199710.1	1
19288.0	2052.0	10.59	JUKR01000152.1	KU199710.1	1
19000.0	2052.0	15.14	JTVR01000030.1	KU199710.1	1
23040.0	2052.0	1.69e-14	KK213183.1	KU199710.1	4
11771.0	2052.0	30.97	CP008856.1	KU199710.1	1
1118.0	2052.0	7.472e-07	AFXI01000001.1	KU199710.1	1
12551.0	2052.0	13.1	CUYA01000037.1	KU199710.1	1
28658.0	2052.0	0.8686	LJZE01000207.1	KU199710.1	1
28666.0	2052.0	7824.0	LJZG01000317.1	KU199710.1	1
19336.0	2052.0	10.16	JUOL01000206.1	KU199710.1	1
15825.0	2052.0	134.6	JJOD01000138.1	KU199710.1	1
19100.0	2052.0	671.2	JUAY01000016.1	KU199710.1	1
19030.0	2052.0	1.219e-21	JTXJ01000060.1	KU199710.1	8
19042.0	2052.0	0.029889999999999996	JTYC01000020.1	KU199710.1	2
19046.0	2052.0	4.695e-06	JTYH01000004.1	KU199710.1	2
19048.0	2052.0	547.9	JTYI01000036.1	KU199710.1	1
19050.0	2052.0	747.8	JTYP01000033.1	KU199710.1	1
19063.0	2052.0	0.0027670000000000004	JTZI01000017.1	KU199710.1	1
19068.0	2052.0	0.4226	JTZS01000029.1	KU199710.1	1
19084.0	2052.0	1.248	JUAH01000039.1	KU199710.1	1
27473.0	2052.0	0.0037560000000000002	LGVH01000055.1	KU199710.1	2
27475.0	2052.0	0.0006132999999999999	LGVH01000763.1	KU199710.1	1
22651.0	2052.0	4136.0	KI518841.1	KU199710.1	1
22683.0	2052.0	0.00040389999999999995	KI519264.1	KU199710.1	1
29009.0	2052.0	0.0009835	LLLS01000012.1	KU199710.1	1
29083.0	2052.0	89.9	LLPY01000050.1	KU199710.1	1
29091.0	2052.0	310.8	LLQN01000020.1	KU199710.1	1
29134.0	2052.0	7824.0	LLTE01000040.1	KU199710.1	1
29177.0	2052.0	323.1	LLVD01000010.1	KU199710.1	1
5221.0	2052.0	0.06422	ASRD01000188.1	KU199710.1	3
18834.0	2052.0	60.36	JTPE01000030.1	KU199710.1	1
18839.0	2052.0	8.268e-05	JTPI01000034.1	KU199710.1	1
18841.0	2052.0	340.3	JTPJ01000044.1	KU199710.1	1
18849.0	2052.0	94.69	JTPR01000045.1	KU199710.1	1
18876.0	2052.0	0.003954	JTQQ01000033.1	KU199710.1	1
18822.0	2052.0	1267.0	JTOV01000041.1	KU199710.1	1
25428.0	2077.0	0.0021969999999999997	KQ046817.1	KX278418.1	1
4444.0	2085.0	18.76	APNV01000014.1	KU760857.1	1
16500.0	2085.0	0.1149	JNQB01000011.1	KU760857.1	1
22313.0	2085.0	0.02029	KE699257.1	KU760857.1	1
20466.0	2085.0	3806.0	JYPW01000009.1	KU760857.1	1
8658.0	2085.0	4.802000000000001e-07	BBMY01000068.1	KU760857.1	1
22427.0	2085.0	65.3	KE701672.1	KU760857.1	1
16499.0	2085.0	2.843	JNQB01000003.1	KU760857.1	1
18456.0	2085.0	9.498e-06	JSMH01000072.1	KU760857.1	1
8730.0	2085.0	4.465	BBVE01000014.1	KU760857.1	1
8731.0	2085.0	0.2299	BBVF01000006.1	KU760857.1	1
673.0	2085.0	1.518	AEMF01000001.1	KU760857.1	1
29693.0	2085.0	4.458	LONK01000025.1	KU760857.1	1
28099.0	2085.0	1828.0	LHSZ01000162.1	KU760857.1	1
21328.0	2085.0	73.23	KB733069.1	KU760857.1	1
21302.0	2085.0	78.33	KB732778.1	KU760857.1	1
10296.0	2114.0	0.3132	CM002023.1	KX438380.2	1
19279.0	2115.0	7824.0	JUJT01000004.1	KX231828.1	1
9557.0	2115.0	0.034589999999999996	CCJA01000016.1	KX231828.1	1
309.0	2118.0	2042.0	ACVN02000303.1	KX557276.1	1
18921.0	2142.0	0.008851999999999999	JTSI01000016.1	KX198612.1	1
18926.0	2142.0	0.5466	JTSM01000100.1	KX198612.1	1
18927.0	2142.0	0.02595	JTSM01000107.1	KX198612.1	1
18948.0	2142.0	39.97	JTTF01000017.1	KX198612.1	1
18963.0	2142.0	0.1106	JTTV01000034.1	KX198612.1	2
18971.0	2142.0	0.2382	JTUA01000088.1	KX198612.1	1
18981.0	2142.0	0.016630000000000002	JTUK01000023.1	KX198612.1	1
18989.0	2142.0	1980.0	JTVA01000054.1	KX198612.1	1
19288.0	2142.0	0.0823	JUKR01000152.1	KX198612.1	1
7428.0	2142.0	0.06192	AYUC01000037.1	KX198612.1	1
11771.0	2142.0	3.926	CP008856.1	KX198612.1	1
1118.0	2142.0	126.6	AFXI01000001.1	KX198612.1	1
16111.0	2142.0	2.469	JMBR02000020.1	KX198612.1	1
14563.0	2142.0	0.0004151	JDVE01000025.1	KX198612.1	2
19052.0	2142.0	7824.0	JTYR01000018.1	KX198612.1	1
19060.0	2142.0	0.07896	JTZE01000012.1	KX198612.1	1
19072.0	2142.0	0.0005673	JTZW01000012.1	KX198612.1	1
19078.0	2142.0	268.1	JUAE01000006.1	KX198612.1	1
19081.0	2142.0	970.9	JUAG01000032.1	KX198612.1	1
19087.0	2142.0	0.013269999999999999	JUAK01000032.1	KX198612.1	1
19089.0	2142.0	7.023e-08	JUAN01000025.1	KX198612.1	1
19093.0	2142.0	0.00035810000000000003	JUAQ01000013.1	KX198612.1	2
19096.0	2142.0	0.0722	JUAR01000006.1	KX198612.1	1
19098.0	2142.0	0.01485	JUAT01000009.1	KX198612.1	2
22639.0	2142.0	0.00201	KI518722.1	KX198612.1	1
22640.0	2142.0	0.7001	KI518724.1	KX198612.1	1
22651.0	2142.0	0.00034439999999999997	KI518841.1	KX198612.1	2
22659.0	2142.0	26.37	KI518955.1	KX198612.1	1
29132.0	2142.0	0.03578	LLTE01000001.1	KX198612.1	1
29134.0	2142.0	55.81	LLTE01000040.1	KX198612.1	1
29161.0	2142.0	316.6	LLUM01000012.1	KX198612.1	1
29175.0	2142.0	24.1	LLVB01000043.1	KX198612.1	1
29178.0	2142.0	2839.0	LLVD01000012.1	KX198612.1	1
29100.0	2142.0	7824.0	LLQU01000009.1	KX198612.1	1
29106.0	2142.0	3.559e-05	LLRJ01000001.1	KX198612.1	1
18859.0	2142.0	7824.0	JTQB01000015.1	KX198612.1	1
18866.0	2142.0	0.07939	JTQI01000030.1	KX198612.1	1
18885.0	2142.0	6.561e-08	JTQZ01000004.1	KX198612.1	1
18810.0	2142.0	0.1584	JTOD01000023.1	KX198612.1	1
18813.0	2142.0	27.94	JTOG01000017.1	KX198612.1	1
18762.0	2142.0	1593.0	JTMH01000042.1	KX198612.1	1
14474.0	2142.0	0.2607	JBTQ01000144.1	KX198612.1	1
8166.0	2202.0	0.0275	BANU01000023.1	KU963256.1	1
4090.0	2236.0	51.55	AOYO01000062.1	KU927493.2	1
21098.0	2236.0	44.99	JZTQ01000009.1	KU927493.2	1
18963.0	2281.0	1.742	JTTV01000034.1	JX495042.1	1
18989.0	2281.0	1.375	JTVA01000054.1	JX495042.1	1
19000.0	2281.0	273.0	JTVR01000030.1	JX495042.1	1
12462.0	2281.0	465.4	CTDG01000077.1	JX495042.1	1
19045.0	2281.0	0.0057079999999999995	JTYG01000005.1	JX495042.1	1
19094.0	2281.0	15.79	JUAQ01000015.1	JX495042.1	2
22670.0	2281.0	3.7	KI519072.1	JX495042.1	1
29129.0	2281.0	0.1482	LLSZ01000047.1	JX495042.1	1
29145.0	2281.0	2.029	LLTX01000018.1	JX495042.1	2
16250.0	2281.0	3900.0	JMQH01000009.1	JX495042.1	1
18925.0	2293.0	4.706	JTSM01000086.1	JX495041.1	1
18934.0	2293.0	0.8071	JTSR01000030.1	JX495041.1	1
18937.0	2293.0	0.5402	JTST01000033.1	JX495041.1	1
23038.0	2293.0	7824.0	KK213160.1	JX495041.1	1
10452.0	2293.0	0.0608	CP000438.1	JX495041.1	1
12559.0	2293.0	709.4	CUYG01000054.1	JX495041.1	1
19333.0	2293.0	699.8	JUOD01000149.1	JX495041.1	1
19045.0	2293.0	6.467e-07	JTYG01000005.1	JX495041.1	1
19059.0	2293.0	7.478e-12	JTZE01000010.1	JX495041.1	1
19062.0	2293.0	1.8159999999999998	JTZH01000054.1	JX495041.1	1
22651.0	2293.0	4.176e-05	KI518841.1	JX495041.1	3
29017.0	2293.0	0.51	LLMH01000044.1	JX495041.1	1
29064.0	2293.0	7824.0	LLOX01000013.1	JX495041.1	1
18860.0	2293.0	93.06	JTQB01000019.1	JX495041.1	1
18802.0	2293.0	56.34	JTNY01000026.1	JX495041.1	1
18762.0	2293.0	4081.0	JTMH01000042.1	JX495041.1	1
11460.0	2293.0	0.4148	CP007147.1	JX495041.1	1
552.0	2294.0	0.05335	AE015927.1	KM983327.1	1
13404.0	3313.0	7824.0	FN543093.2	KR296686.1	1
4042.0	3313.0	17.59	AOXE01000040.1	KR296686.1	1
10492.0	3402.0	8.014	CP000627.1	KJ572844.2	1
12438.0	3402.0	806.8	CTBD01000049.1	KJ572844.2	1
15720.0	3402.0	0.016880000000000003	JIDQ01000069.1	KJ572844.2	1
15722.0	3402.0	4.605e-05	JIDQ01000190.1	KJ572844.2	2
25956.0	3402.0	1631.0	LBGO01000013.1	KJ572844.2	1
25957.0	3402.0	0.00027289999999999997	LBGO01000039.1	KJ572844.2	3
2953.0	3402.0	254.8	AMBR01000007.1	KJ572844.2	1
21253.0	3402.0	4070.0	KB661998.1	KJ572844.2	2
26090.0	3402.0	113.8	LCUG01000085.1	KJ572844.2	1
18947.0	3403.0	3.423e-11	JTTE01000010.1	JQ067085.2	1
18964.0	3403.0	1.7530000000000001	JTTW01000020.1	JQ067085.2	1
18987.0	3403.0	127.6	JTUU01000024.1	JQ067085.2	1
7428.0	3403.0	4.032e-06	AYUC01000037.1	JQ067085.2	1
23038.0	3403.0	1.4490000000000001e-08	KK213160.1	JQ067085.2	1
15825.0	3403.0	1.047	JJOD01000138.1	JQ067085.2	1
19103.0	3403.0	2.6439999999999996e-06	JUAY01000070.1	JQ067085.2	1
19050.0	3403.0	5.446e-15	JTYP01000033.1	JQ067085.2	1
19063.0	3403.0	33.97	JTZI01000017.1	JQ067085.2	1
